text,tokens
thru amaanisha hutaki kungojea chakula chako kwa nusu saa lakini kwa njia fulani tunapokaribia kwenda hapa wanatungojea na kungoja,"['thru', 'amaanisha', 'hutaki', 'kungojea', 'chakula', 'chako', 'nusu', 'saa', 'njia', 'fulani', 'tunapokaribia', 'hapa', 'wanatungojea', 'kungoja']"
ni mahali pazuri ajabu,"['mahali', 'pazuri', 'ajabu']"
ama hakika bila ya shaka hii ni kauli ya kupambanua,"['ama', 'hakika', 'shaka', 'hii', 'kauli', 'kupambanua']"
huduma ya kishenzi na isiyo ya ulaghai ilielekeza usimamizi mpya,"['huduma', 'kishenzi', 'isiyo', 'ulaghai', 'ilielekeza', 'usimamizi', 'mpya']"
nyanya yeyote aweza kufanya kuku aliyekaangwa awe bora kuliko huyu,"['nyanya', 'yeyote', 'aweza', 'kufanya', 'kuku', 'aliyekaangwa', 'awe', 'bora', 'kuliko', 'huyu']"
niliomba mara nyingi orodha ya divai na baada ya muda fulani wa kunipuuzwa nilimwendea mkaribishaji na kupata moja mimi mwenyewe,"['niliomba', 'nyingi', 'orodha', 'divai', 'fulani', 'kunipuuzwa', 'nilimwendea', 'mkaribishaji', 'kupata', 'mwenyewe']"
sikuzote wafanyakazi ni wenye urafiki na wenye kusaidia sana ambao hasa ni wenye ubaridi unapoleta wavulana wawili wadogo na mtoto mchanga,"['sikuzote', 'wafanyakazi', 'wenye', 'urafiki', 'wenye', 'kusaidia', 'ambao', 'hasa', 'wenye', 'ubaridi', 'unapoleta', 'wavulana', 'wawili', 'wadogo', 'mtoto', 'mchanga']"
nyota nne kwa ajili ya chakula yule jamaa katika shati la buluu kwa ajili ya kiti chake kikubwa bado akituruhusu tule,"['nyota', 'nne', 'ajili', 'chakula', 'jamaa', 'shati', 'buluu', 'ajili', 'kiti', 'chake', 'kikubwa', 'bado', 'akituruhusu', 'tule']"
nyama ya ngombe iliyochomwa ilionja vizuri sana,"['nyama', 'ngombe', 'iliyochomwa', 'ilionja', 'vizuri']"
jioni hiyohiyo yeye na mimi wawili ni wagonjwa sana,"['jioni', 'hiyohiyo', 'wawili', 'wagonjwa']"
kuku wa kawaida kwenye saladi ya kuku,"['kuku', 'kawaida', 'saladi', 'kuku']"
mchomaji aliyeviamuru asijulikane sana,"['mchomaji', 'aliyeviamuru', 'asijulikane']"
tulisalimiwa mara moja na kuketi,"['tulisalimiwa', 'kuketi']"
lilijaribu kwenda hapa kwa chakula cha mchana na lilikuwa nyumba ya kichaa,"['lilijaribu', 'hapa', 'chakula', 'mchana', 'lilikuwa', 'nyumba', 'kichaa']"
nilikuwa nimethibitishwa kuwa mfu na shishi bar hii si kwa sababu tu ubora wake ni mkubwa bali pia huduma ni ya haraka na chakula kinaweza kuharibika,"['nilikuwa', 'nimethibitishwa', 'mfu', 'shishi', 'bar', 'hii', 'si', 'sababu', 'ubora', 'bali', 'huduma', 'haraka', 'chakula', 'kinaweza', 'kuharibika']"
baada ya kungoja kwa muda wa saa moja na kuketi i haikuwa katika hali ya moyo iliyo kuu zaidi,"['kungoja', 'saa', 'kuketi', 'i', 'haikuwa', 'hali', 'moyo', 'iliyo', 'kuu']"
huu ni kiungo kizuri,"['huu', 'kiungo', 'kizuri']"
matundu hapa ni mazuri kwa sababu ya kichaa,"['matundu', 'hapa', 'mazuri', 'sababu', 'kichaa']"
msile hapa,"['msile', 'hapa']"
mhudumu wetu alikuwa makini sana na mwenye kuelimisha,"['mhudumu', 'wetu', 'makini', 'kuelimisha']"
labda wangeliwa kwa sababu ya baridi kali,"['labda', 'wangeliwa', 'sababu', 'baridi', 'kali']"
eneo hili lina ahadi nyingi lakini linakosa kutoa,"['eneo', 'hili', 'lina', 'ahadi', 'nyingi', 'linakosa', 'kutoa']"
maono mabaya sana,"['maono', 'mabaya']"
ni kosa gani hilo,"['kosa', 'gani', 'hilo']"
chakula kilikuwa bora zaidi kwa wastani,"['chakula', 'kilikuwa', 'bora', 'wastani']"
chakula kikubwa,"['chakula', 'kikubwa']"
tulikuwa tukirudi wakati wowote karibuni,"['tulikuwa', 'tukirudi', 'wowote', 'karibuni']"
akiwa ametamauka sana aliamuru sahani kubwa 35 za ghuba,"['akiwa', 'ametamauka', 'aliamuru', 'sahani', '35', 'ghuba']"
mahali pazuri pa kustarehe na kuwa na punda na bia yenye kutisha,"['mahali', 'pazuri', 'pa', 'kustarehe', 'punda', 'bia', 'yenye', 'kutisha']"
ni bora kwa ajili ya mlo wa familia au kukutana pamoja na marafiki wachache,"['bora', 'ajili', 'mlo', 'familia', 'au', 'kukutana', 'marafiki', 'wachache']"
hayavutii sana na hayajajengwa vizuri,"['hayavutii', 'hayajajengwa', 'vizuri']"
viti vya patio vilikuwa vyenye kustarehesha sana,"['viti', 'vya', 'patio', 'vilikuwa', 'vyenye', 'kustarehesha']"
wali uliokaangwa ulikuwa mkavu pia,"['wali', 'uliokaangwa', 'ulikuwa', 'mkavu']"
chini ya mkahawa nilioupenda sana wa kisiwa hicho,"['mkahawa', 'nilioupenda', 'kisiwa', 'hicho']"
kwamba unapiga mayowe kwenye kitabu changu kwamba ni nadra sana hapa vegas,"['unapiga', 'mayowe', 'kitabu', 'changu', 'nadra', 'hapa', 'vegas']"
lilikuwa jambo la kujifurahisha tu,"['lilikuwa', 'jambo', 'kujifurahisha']"
mandhari ilikuwa nzuri sana kwa sauti nzuri ya wapiga fidla wakicheza nyimbo tulizoomba,"['mandhari', 'nzuri', 'nzuri', 'wapiga', 'fidla', 'wakicheza', 'nyimbo', 'tulizoomba']"
mimi binafsi nampenda hummus cakavana falafel na baba ganoush kile wanachokifanya kwa kupanda mayai,"['binafsi', 'nampenda', 'hummus', 'cakavana', 'falafel', 'baba', 'ganoush', 'kile', 'wanachokifanya', 'kupanda', 'mayai']"
ilifaa sana kwa kuwa tulikuwa tukiishi kwenye mgm,"['ilifaa', 'tulikuwa', 'tukiishi', 'mgm']"
wamiliki ni wenye urafiki sana na wafanyakazi ni wenye adabu,"['wamiliki', 'wenye', 'urafiki', 'wafanyakazi', 'wenye', 'adabu']"
zote mbili ni kubwa,"['zote', 'mbili']"
uteuzi wa kipekee,"['uteuzi', 'kipekee']"
zile tani tamu za viazi zilikuwa nzuri lakini pete za kitunguu zilikuwa kamilifu au zilikuwa karibu kama zangu,"['zile', 'tani', 'tamu', 'viazi', 'zilikuwa', 'nzuri', 'pete', 'kitunguu', 'zilikuwa', 'kamilifu', 'au', 'zilikuwa', 'zangu']"
na kwa wenye kukataza mabaya,"['wenye', 'kukataza', 'mabaya']"
na mpishi huyo alikuwa mkarimu kwa wakati wake hata alikuja mara mbili ili tupige picha pamoja naye,"['mpishi', 'huyo', 'mkarimu', 'alikuja', 'mbili', 'tupige', 'picha']"
mwenye duka alikuwa akifanya kazi katika nobu ili mahali hapa pafanane kikweli na nusu ya bei,"['duka', 'akifanya', 'kazi', 'nobu', 'mahali', 'hapa', 'pafanane', 'kikweli', 'nusu', 'bei']"
google mediocre na na ninawazia kuvunjika kwa chembe za urithi kutatokea,"['google', 'mediocre', 'ninawazia', 'kuvunjika', 'chembe', 'urithi', 'kutatokea']"
usiende hapa,"['usiende', 'hapa']"
ni ahadi yao wanayo ivunja moyo,"['ahadi', 'wanayo', 'ivunja', 'moyo']"
kama vile mpenzi wa sushi aepukavyo mahali hapa kwa vyovyote,"['mpenzi', 'sushi', 'aepukavyo', 'mahali', 'hapa', 'vyovyote']"
ikiwa na jibini maradufu,"['ikiwa', 'jibini', 'maradufu']"
utumishi na chakula chenye kutisha,"['utumishi', 'chakula', 'chenye', 'kutisha']"
kito kizuri ajabu cha ujirani,"['kito', 'kizuri', 'ajabu', 'ujirani']"
ninasubiri kurudi,"['ninasubiri', 'kurudi']"
na migomba iliyo pangiliwa,"['migomba', 'iliyo', 'pangiliwa']"
na akaliwafiki lilio jema,"['akaliwafiki', 'lilio', 'jema']"
utumishi ulikuwa wa polepole na haukukaza fikira,"['utumishi', 'ulikuwa', 'polepole', 'haukukaza', 'fikira']"
na nikaupa nyota 5 wakati huo na kuzidi kuzitoa nyota 5 sasa,"['nikaupa', 'nyota', '5', 'kuzidi', 'kuzitoa', 'nyota', '5']"
wafanyakazi wako hutumia wakati mwingi zaidi wakizungumza kuliko mimi,"['wafanyakazi', 'wako', 'hutumia', 'mwingi', 'wakizungumza', 'kuliko']"
ufinyanzi wa kitindamlo cha panna ulistaajabisha,"['ufinyanzi', 'kitindamlo', 'panna', 'ulistaajabisha']"
chakula kizuri sana angahewa kubwa1,"['chakula', 'kizuri', 'angahewa', 'kubwa1']"
nyama nzuri iliyopondwa  pondwa,"['nyama', 'nzuri', 'iliyopondwa', 'pondwa']"
jumla ya ajali hushindwa,"['jumla', 'ajali', 'hushindwa']"
bei ya mchuzi huo huwa na ladha nzuri sana na si rahisi kuila,"['bei', 'mchuzi', 'huwa', 'ladha', 'nzuri', 'si', 'rahisi', 'kuila']"
hosteli ni nzuri na muziki wa piano ni mtamu,"['hosteli', 'nzuri', 'muziki', 'piano', 'mtamu']"
nyama ya nyama hiyo ilikuwa ya ajabu rge relleno ndiyo sahani bora zaidi ya bahari ambayo nimepata kuwa nayo,"['nyama', 'nyama', 'ajabu', 'rge', 'relleno', 'ndiyo', 'sahani', 'bora', 'bahari', 'ambayo', 'nimepata', 'nayo']"
utumishi mzuri wa chakula,"['utumishi', 'mzuri', 'chakula']"
lilikuwa jambo la kustaajabisha sana,"['lilikuwa', 'jambo', 'kustaajabisha']"
labda nimeanza kuwa mnyoofu,"['labda', 'nimeanza', 'mnyoofu']"
huyo maskani yake yatakuwa moto wa hawiya,"['huyo', 'maskani', 'yatakuwa', 'moto', 'hawiya']"
nyama ya ngombe ya sajini iliyo na mchuzi wa auju ni mkate bora,"['nyama', 'ngombe', 'sajini', 'iliyo', 'mchuzi', 'auju', 'mkate', 'bora']"
upepo mwanana wa hawai mango na mananasi ni ule laini uliojaribiwa hadi sasa na vyote vizuri,"['upepo', 'mwanana', 'hawai', 'mango', 'mananasi', 'ule', 'laini', 'uliojaribiwa', 'vyote', 'vizuri']"
kwenda kwa ajili ya utumishi wa chakula cha mchana ilikuwa ya polepole,"['ajili', 'utumishi', 'chakula', 'mchana', 'polepole']"
tulikuwa na mengi sana ya kusema juu ya mahali tulipoishi kabla ya kutembea ndani ya nyumba hivi kwamba alitazamia hilo liwe jambo la kushangaza lakini akavunjika moyo upesi,"['tulikuwa', 'mengi', 'kusema', 'mahali', 'tulipoishi', 'kabla', 'kutembea', 'nyumba', 'hivi', 'alitazamia', 'hilo', 'liwe', 'jambo', 'kushangaza', 'akavunjika', 'moyo', 'upesi']"
i ilingolewa,"['i', 'ilingolewa']"
bila sababu hatutarudi tena hapa,"['sababu', 'hatutarudi', 'hapa']"
kwa vyovyote vile chakula hakikuwa kikijazwa kwa vyovyote na kwa bei unayolipa ni lazima kitazamie mengi zaidi,"['vyovyote', 'chakula', 'hakikuwa', 'kikijazwa', 'vyovyote', 'bei', 'unayolipa', 'lazima', 'kitazamie', 'mengi']"
vibanzi vilivyotoka vilikuwa vikitiririka mafuta na mara nyingi haviliwi,"['vibanzi', 'vilivyotoka', 'vilikuwa', 'vikitiririka', 'mafuta', 'nyingi', 'haviliwi']"
int kwa kweli ilivutiwa na nyama yenye milia,"['int', 'kweli', 'ilivutiwa', 'nyama', 'yenye', 'milia']"
imekuwa ikiendelea tangu 2007 na kila mlo umekuwa wenye kutisha,"['imekuwa', 'ikiendelea', 'tangu', '2007', 'mlo', 'umekuwa', 'wenye', 'kutisha']"
mtumishi wetu alikuwa mzuri sana na makini kama wafanyakazi wengine,"['mtumishi', 'wetu', 'mzuri', 'makini', 'wafanyakazi']"
keshia alikuwa mwenye urafiki na hata aliniletea chakula hicho,"['keshia', 'urafiki', 'aliniletea', 'chakula', 'hicho']"
mimi hufanya kazi katika biashara ya ukaribishaji  wageni katika bonde la paradiso na nimeepuka kupendekeza sibo tena,"['hufanya', 'kazi', 'biashara', 'ukaribishaji', 'wageni', 'bonde', 'paradiso', 'nimeepuka', 'kupendekeza', 'sibo']"
mazingira hapa ni yenye kufurahisha,"['mazingira', 'hapa', 'yenye', 'kufurahisha']"
haitapendekeza kwa wengine,['haitapendekeza']
utumishi ni wa haraka na hata wa kwenda na amri ni kama tu twaupenda,"['utumishi', 'haraka', 'amri', 'twaupenda']"
inamaanisha hasa jinsi unavyopata umaarufu kwa ajili ya samaki wako na vipande vyake vya samaki wakati samaki wako wa kutisha sana,"['inamaanisha', 'hasa', 'jinsi', 'unavyopata', 'umaarufu', 'ajili', 'samaki', 'wako', 'vipande', 'vyake', 'vya', 'samaki', 'samaki', 'wako', 'kutisha']"
walio sema mola wetu mlezi,"['walio', 'sema', 'mola', 'wetu', 'mlezi']"
wala sikwambiini kuwa mimi ni malaika,"['wala', 'sikwambiini', 'malaika']"
vijia 2 vya kidole gumba juu,"['vijia', '2', 'vya', 'kidole', 'gumba']"
ikiwa unasoma makala hii tafadhali usiende huko,"['ikiwa', 'unasoma', 'makala', 'hii', 'usiende', 'huko']"
nilipenda piza iliyochomwa na kunikumbusha piza iliyosagwa,"['nilipenda', 'piza', 'iliyochomwa', 'kunikumbusha', 'piza', 'iliyosagwa']"
ni mahali pa kuketi palipo pakubwa tu mahali pazuri pa baa ambapo pana vinywaji vya kawaida vyenye vyakula bora zaidi vya piza ya matofali kwa unga wa unga uliotengenezewa nyumbani,"['mahali', 'pa', 'kuketi', 'palipo', 'pakubwa', 'mahali', 'pazuri', 'pa', 'baa', 'ambapo', 'pana', 'vinywaji', 'vya', 'kawaida', 'vyenye', 'vyakula', 'bora', 'vya', 'piza', 'matofali', 'unga', 'unga', 'uliotengenezewa', 'nyumbani']"
wana mazingira mazuri sana,"['wana', 'mazingira', 'mazuri']"
usiku wa leo elki alinyonya kwa njia maalumu,"['usiku', 'leo', 'elki', 'alinyonya', 'njia', 'maalumu']"
baada ya umo moja i alikuwa mraibu,"['umo', 'i', 'mraibu']"
tuliagiza vyakula fulani vya zamani na vingine vipya baada ya kwenda huko mara chache na tukakatishwa tamaa sana na kila kitu,"['tuliagiza', 'vyakula', 'fulani', 'vya', 'zamani', 'vingine', 'vipya', 'huko', 'chache', 'tukakatishwa', 'tamaa', 'kitu']"
ni rahisi kuwa mnyoofu na mwenye kupendeza,"['rahisi', 'mnyoofu', 'kupendeza']"
kuku huyo alikuwa amekolezwa vizuri sana na alikuwa na karai bora upande wa nje na kuku mwenye unyevu upande wa ndani,"['kuku', 'huyo', 'amekolezwa', 'vizuri', 'karai', 'bora', 'upande', 'nje', 'kuku', 'unyevu', 'upande']"
chakula kilikuwa kizuri sana kwa mpishi sikuzote,"['chakula', 'kilikuwa', 'kizuri', 'mpishi', 'sikuzote']"
shukrani za pekee kwa dylan t kwa pendekezo la kile cha kuagiza yummy yote kwa ajili yatummy yangu,"['shukrani', 'pekee', 'dylan', 't', 'pendekezo', 'kile', 'kuagiza', 'yummy', 'yote', 'ajili', 'yatummy']"
uteuzi wa bia wenye kutisha,"['uteuzi', 'bia', 'wenye', 'kutisha']"
chakula kikubwa na utumishi wenye kutisha,"['chakula', 'kikubwa', 'utumishi', 'wenye', 'kutisha']"
jambo moja zuri lilikuwa kwamba waliongezea uduni kwenye muswada huo kwa kuwa chama chetu kilikuwa kikubwa kuliko 6 au 8 na hawakutarajia kupata pesa nyingi kuliko hiyo,"['jambo', 'zuri', 'lilikuwa', 'waliongezea', 'uduni', 'muswada', 'chama', 'chetu', 'kilikuwa', 'kikubwa', 'kuliko', '6', 'au', '8', 'hawakutarajia', 'kupata', 'pesa', 'nyingi', 'kuliko']"
nzi alikuwa katika maji ya matunda ya tofaa,"['nzi', 'maji', 'matunda', 'tofaa']"
kuku wa han nan alikuwa na ladha tamu pia,"['kuku', 'han', 'nan', 'ladha', 'tamu']"
kwa habari ya utumishi ambao niliufikiri ulikuwa mzuri,"['habari', 'utumishi', 'ambao', 'niliufikiri', 'ulikuwa', 'mzuri']"
chakula kilikuwa kivuguvuvu sana hivi kwamba ni lazima kiwe kilikuwa kimeketi kukingojea mhudumiaji ili kutuleta nje,"['chakula', 'kilikuwa', 'kivuguvuvu', 'hivi', 'lazima', 'kiwe', 'kilikuwa', 'kimeketi', 'kukingojea', 'mhudumiaji', 'kutuleta', 'nje']"
baa ya ryans kwa hakika ni moja ya edinburgh bodive inayodhaniwa kuwa inarudi tena,"['baa', 'ryans', 'hakika', 'edinburgh', 'bodive', 'inayodhaniwa', 'inarudi']"
mgahawa mzuri sana wa kauri ulikuwa kwa muda,"['mgahawa', 'mzuri', 'kauri', 'ulikuwa']"
kwa ujumla ninapenda chakula na huduma,"['ujumla', 'ninapenda', 'chakula', 'huduma']"
sasa wao pia hutumikia mkate wa minono naani kwa kutumia hemus na mchuzi wa kokwa za msonobari wenye vikolezo vilivyokuwa nje ya ulimwengu huu,"['hutumikia', 'mkate', 'minono', 'naani', 'kutumia', 'hemus', 'mchuzi', 'kokwa', 'msonobari', 'wenye', 'vikolezo', 'vilivyokuwa', 'nje', 'ulimwengu', 'huu']"
labda usirudi tena kamwe na kukipendekeza,"['labda', 'usirudi', 'kamwe', 'kukipendekeza']"
marafiki wa zamani pia wabaya aligusia jambo hilo mara chache sana,"['marafiki', 'zamani', 'wabaya', 'aligusia', 'jambo', 'hilo', 'chache']"
wajaribu kwenye uwanja wa ndege kupata chakula kitamu na huduma ya kirafiki ya haraka,"['wajaribu', 'uwanja', 'ndege', 'kupata', 'chakula', 'kitamu', 'huduma', 'kirafiki', 'haraka']"
naipenda ile dekor kwa karatasi ya ukuta wa kidevu,"['naipenda', 'ile', 'dekor', 'karatasi', 'ukuta', 'kidevu']"
hapakuwa na chochote cha kulalamika,"['hapakuwa', 'chochote', 'kulalamika']"
mkahawa ni safi sana na mkahawa mmoja wa familia unahisi hivyo,"['mkahawa', 'safi', 'mkahawa', 'familia', 'unahisi']"
na miji hii ipo kwenye njia inayo pitiwa,"['miji', 'hii', 'ipo', 'njia', 'inayo', 'pitiwa']"
siwezi kujua tulisimama kwa muda gani lakini ilikuwa muda mrefu vya kutosha kwangu kuanza kuhisi vibaya sana,"['siwezi', 'kujua', 'tulisimama', 'gani', 'mrefu', 'vya', 'kutosha', 'kwangu', 'kuanza', 'kuhisi', 'vibaya']"
nilipoifungua mkate nilivutiwa lakini si kwa njia nzuri,"['nilipoifungua', 'mkate', 'nilivutiwa', 'si', 'njia', 'nzuri']"
huyo maskani yake yatakuwa moto wa hawiya,"['huyo', 'maskani', 'yatakuwa', 'moto', 'hawiya']"
kulikuwa na hisia changamfu kwa utumishi huo na nilijihisi kama mgeni wao kwa ajili ya jambo la pekee,"['kulikuwa', 'hisia', 'changamfu', 'utumishi', 'nilijihisi', 'mgeni', 'ajili', 'jambo', 'pekee']"
orodha kubwa ya vyakula huandaa machaguo mengi kwa ajili ya kiamsha  kinywa,"['orodha', 'vyakula', 'huandaa', 'machaguo', 'mengi', 'ajili', 'kiamsha', 'kinywa']"
sikuzote mimi huagiza kuanzia orodha ya vyakula vya mboga wakati wa mlo ambao una machaguo mengi ya kuchagua kutoka kwa vyakula mbalimbali,"['sikuzote', 'huagiza', 'kuanzia', 'orodha', 'vyakula', 'vya', 'mboga', 'mlo', 'ambao', 'una', 'machaguo', 'mengi', 'kuchagua', 'vyakula', 'mbalimbali']"
nimetazama bei zao zikipungua na mitazamo ya usimamizi hukua haraka,"['nimetazama', 'bei', 'zao', 'zikipungua', 'mitazamo', 'usimamizi', 'hukua', 'haraka']"
uya wa ajabu na ugubisi huo ulinifanya nijihisi nikiwa mchangamfu na mwenye manyoya mengi ndani,"['uya', 'ajabu', 'ugubisi', 'ulinifanya', 'nijihisi', 'nikiwa', 'mchangamfu', 'manyoya', 'mengi']"
nilianza kufurahia saladi ya baharini yenye mmea mzuri sana,"['nilianza', 'kufurahia', 'saladi', 'baharini', 'yenye', 'mmea', 'mzuri']"
vitu vilivyotumiwa vilikuwa vyembamba na vilikuwa karibu viyeyuke mdomoni mwako,"['vitu', 'vilivyotumiwa', 'vilikuwa', 'vyembamba', 'vilikuwa', 'viyeyuke', 'mdomoni', 'mwako']"
kiwango cha 5 cha vikolezo kilikuwa bora kabisa mahali ambapo vikolezo havikufunika mchuzi,"['kiwango', '5', 'vikolezo', 'kilikuwa', 'bora', 'kabisa', 'mahali', 'ambapo', 'vikolezo', 'havikufunika', 'mchuzi']"
tuliketi kwa wakati barabara na mfanyakazi wetu wa mashindano hayo alikuwa mzuri sana,"['tuliketi', 'barabara', 'mfanyakazi', 'wetu', 'mashindano', 'hayo', 'mzuri']"
jambo kuu ambalo sikufurahia ni kwamba umati ni wa watu wenye umri mkubwa zaidi walio na umri wa kati ya miaka 30 na zaidi,"['jambo', 'kuu', 'ambalo', 'sikufurahia', 'umati', 'wenye', 'umri', 'walio', 'umri', 'kati', 'miaka', '30']"
na miji hii ipo kwenye njia inayo pitiwa,"['miji', 'hii', 'ipo', 'njia', 'inayo', 'pitiwa']"
ilinibidi kungoja kwa zaidi ya dakika 30 ili ninywe pombe na muda mrefu zaidi ili kupata lita mbili za kinywaji hicho,"['ilinibidi', 'kungoja', 'dakika', '30', 'ninywe', 'pombe', 'mrefu', 'kupata', 'lita', 'mbili', 'kinywaji', 'hicho']"
na hicho ni kipimo kidogo,"['hicho', 'kipimo', 'kidogo']"
bekoni ya jalapeno ni mzuri sana,"['bekoni', 'jalapeno', 'mzuri']"
huduma ilikuwa mbaya na nzuri,"['huduma', 'mbaya', 'nzuri']"
chakula kilikuwa na bei nzuri,"['chakula', 'kilikuwa', 'bei', 'nzuri']"
mahali hapo hapakuwa safi na chakula kilikuwa kimetanda sana,"['mahali', 'hapakuwa', 'safi', 'chakula', 'kilikuwa', 'kimetanda']"
vyakula vya kuku ni kama ngozi ya viatu,"['vyakula', 'vya', 'kuku', 'ngozi', 'viatu']"
lakini utumishi haukuendelea kuwa mbaya,"['utumishi', 'haukuendelea', 'mbaya']"
ukiwa mwenye furaha sana kuwa hapa,"['ukiwa', 'furaha', 'hapa']"
kama kwamba wao ni yakuti na marijani,"['yakuti', 'marijani']"
mojawapo ya sehemu chache za phoenix ambazo ningezirudia tena kwa bahati mbaya,"['mojawapo', 'sehemu', 'chache', 'phoenix', 'ambazo', 'ningezirudia', 'bahati', 'mbaya']"
jiwe hilo lilistaajabisha,"['jiwe', 'hilo', 'lilistaajabisha']"
bei yake ya chini ninayoweza kugharimia chakula kizuri karibu na nyumba yangu,"['bei', 'ninayoweza', 'kugharimia', 'chakula', 'kizuri', 'nyumba']"
minyororo ya maua ya yai ilikuwa na nyota 5 tu,"['minyororo', 'maua', 'yai', 'nyota', '5']"
siashi yangu haikuwa na ladha nzuri na haikuwa na ladha yoyote,"['siashi', 'haikuwa', 'ladha', 'nzuri', 'haikuwa', 'ladha', 'yoyote']"
jioni yenye shughuli nyingi katika mlo wa jioni wakati wa jua kali,"['jioni', 'yenye', 'shughuli', 'nyingi', 'mlo', 'jioni', 'jua', 'kali']"
chakula hakipendezi hata kidogo kutosema mtindo wake halisi wa kitamaduni wa kunyara,"['chakula', 'hakipendezi', 'kidogo', 'kutosema', 'mtindo', 'halisi', 'kitamaduni', 'kunyara']"
kilichonisumbua ni utumishi wa polepole,"['kilichonisumbua', 'utumishi', 'polepole']"
wale wanaoitwa flair barbes wanastaajabisha sana,"['wale', 'wanaoitwa', 'flair', 'barbes', 'wanastaajabisha']"
jengari zao zilizoganda zimebadilishwa kuwa sukari mno kwa ajili ya ladha yangu,"['jengari', 'zao', 'zilizoganda', 'zimebadilishwa', 'sukari', 'mno', 'ajili', 'ladha']"
hivi ndivyo tulivyo waamrisha mara mbili,"['hivi', 'ndivyo', 'tulivyo', 'waamrisha', 'mbili']"
kwa hiyo katika kasha la kokwa 1 harufu kali kama mchanganyiko wa soko chafu la samaki na bomba la maji machafu,"['kasha', 'kokwa', '1', 'harufu', 'kali', 'mchanganyiko', 'soko', 'chafu', 'samaki', 'bomba', 'maji', 'machafu']"
marafiki wangu wa kike walikuwa wabaya sana,"['marafiki', 'wangu', 'kike', 'wabaya']"
kwa kusikitisha haikuwa vizuri,"['kusikitisha', 'haikuwa', 'vizuri']"
i ilikuwa na ono zuri ajabu,"['i', 'ono', 'zuri', 'ajabu']"
jiunge na klabu hiyo na kupata taarifa za kutisha kupitia barua pepe,"['jiunge', 'klabu', 'kupata', 'taarifa', 'kutisha', 'kupitia', 'barua', 'pepe']"
bora zaidi kwa mtu anayependa tu bia baridi au baridi zaidi katika kisa hiki,"['bora', 'mtu', 'anayependa', 'bia', 'baridi', 'au', 'baridi', 'kisa', 'hiki']"
kufafanua nyama isiyo na ladha yoyote ni njia nzuri ya kuifafanua,"['kufafanua', 'nyama', 'isiyo', 'ladha', 'yoyote', 'njia', 'nzuri', 'kuifafanua']"
minyororo ambayo haichoshi feni yapigapiga sehemu hii kwa urahisi,"['minyororo', 'ambayo', 'haichoshi', 'feni', 'yapigapiga', 'sehemu', 'hii', 'urahisi']"
nacho ni lazima wawe na,"['nacho', 'lazima', 'wawe']"
wala sisi hatutafufuliwa,"['wala', 'sisi', 'hatutafufuliwa']"
sina maneno mengi ya kusema kuhusu mahali hapa lakini hufanya kila kitu vizuri sana,"['sina', 'maneno', 'mengi', 'kusema', 'kuhusu', 'mahali', 'hapa', 'hufanya', 'kitu', 'vizuri']"
wafanyakazi ni wazuri sana na wenye haraka sana hata na umati wenye kichaa wa wanasheria na wafanyakazi wa mahakama mjini,"['wafanyakazi', 'wazuri', 'wenye', 'haraka', 'umati', 'wenye', 'kichaa', 'wanasheria', 'wafanyakazi', 'mahakama', 'mjini']"
hali nzuri ya utumishi wa kirafiki na wa haraka,"['hali', 'nzuri', 'utumishi', 'kirafiki', 'haraka']"
nilipoipokea shimo langu lilikuwa kubwa mno lilikuwa na nyama nyingi ndani yake yenye vidole gumba juu yake,"['nilipoipokea', 'shimo', 'langu', 'lilikuwa', 'mno', 'lilikuwa', 'nyama', 'nyingi', 'yenye', 'vidole', 'gumba']"
